age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,fraud_reported
26,0,2000,785.82,0,1,3,3,2,49700,0,6,0,2,0,4,1,2,907,12,3,2,2,0,0,69080,12560,6280,50240,1,1
46,1,500,1265.84,0,0,3,9,3,52200,-44500,15,3,0,1,2,5,0,105,10,1,2,1,3,2,4560,760,380,3420,9,0
28,1,500,1508.9,0,0,3,6,2,0,0,0,0,2,2,4,6,3,482,3,4,1,0,1,0,67800,11300,11300,45200,5,0
32,2,2000,1106.84,0,1,6,7,5,43100,-31900,6,3,0,1,4,4,5,398,21,1,2,1,1,2,5600,1120,560,3920,11,0
55,1,2000,1389.13,7000000,1,3,7,5,0,-53200,47,3,0,1,2,0,4,423,6,1,0,0,2,0,9000,900,1800,6300,8,0
43,1,1000,974.84,0,0,3,13,2,52100,0,56,2,2,2,4,5,3,154,0,1,1,0,1,2,85320,21330,7110,56880,9,0
24,0,2000,1304.46,0,0,6,6,2,51700,-33300,30,3,0,3,2,0,0,666,6,1,1,0,3,2,5940,540,1080,4320,1,1
34,2,500,1257.36,0,0,6,1,0,0,0,57,0,3,0,1,4,0,475,20,3,2,1,1,0,51370,9340,4670,37360,2,1
43,2,500,1257.04,0,1,0,10,3,0,-48800,59,2,2,0,4,4,4,694,4,1,1,2,2,2,51600,10320,5160,36120,4,0
44,2,2000,719.52,0,0,2,4,3,45800,0,43,1,0,3,2,4,0,83,9,1,1,0,3,0,5400,600,600,4200,3,0
39,2,2000,1524.18,0,1,3,2,4,0,0,7,0,2,1,1,4,4,914,20,3,0,1,0,2,48870,5430,5430,38010,10,0
44,1,500,1395.58,0,0,3,12,0,0,0,35,3,0,1,4,6,6,368,7,1,1,2,1,0,5590,860,860,3870,2,0
48,0,1000,1243.68,0,1,5,10,5,0,-71400,50,0,1,0,3,1,6,919,18,3,0,0,2,0,54960,6870,0,48090,12,1
47,2,1000,1189.04,0,0,0,9,3,59600,0,23,0,3,1,4,5,4,552,0,3,1,1,3,0,39800,7960,3980,27860,7,0
37,1,2000,1375.29,0,0,5,1,3,0,0,30,0,3,0,0,4,1,997,11,3,0,0,1,0,56160,6240,6240,43680,5,1
42,1,500,1389.13,0,1,0,8,1,63100,-79400,22,2,3,2,1,5,2,494,13,1,1,0,3,0,52700,5270,10540,36890,12,0
43,2,1000,1387.51,0,0,0,11,1,0,0,10,0,3,1,1,1,5,5,19,3,2,1,3,0,68580,7620,7620,53340,7,0
60,1,1000,1178.61,7000000,1,4,2,3,0,-54400,50,2,3,0,0,1,6,921,23,1,2,1,2,2,90860,12980,19470,58410,13,1
53,0,2000,1166.62,6000000,1,0,8,5,0,0,54,1,0,3,4,0,3,895,23,1,1,0,3,1,5700,570,570,4560,10,0
21,1,1000,1556.31,0,1,0,9,1,0,-75000,18,0,3,2,4,1,2,954,19,3,2,2,0,2,94930,8630,8630,77670,0,0
43,2,500,1452.27,0,1,4,4,1,75800,0,7,2,3,0,0,4,3,543,19,1,1,1,2,1,46800,4680,9360,32760,1,1
47,2,1000,1212.07,0,0,4,3,5,66900,-51800,59,0,3,2,1,1,3,481,17,3,1,2,3,1,56320,7040,7040,42240,8,0
46,2,2000,1578.54,0,1,0,5,0,0,-41400,20,2,1,1,1,6,2,725,18,1,1,1,3,2,83490,7590,15180,60720,9,0
36,1,500,1488.26,0,0,1,6,5,0,-63500,58,0,3,2,4,6,4,404,17,3,1,2,2,0,57900,5790,5790,46320,10,0
36,1,1000,1096.39,0,1,2,1,3,0,0,25,0,2,2,1,4,6,504,11,3,0,1,3,2,49410,5490,5490,38430,1,0
45,2,2000,1215.36,0,1,0,12,3,54400,0,30,0,3,1,1,6,3,674,22,3,0,0,1,1,66200,6620,6620,52960,11,0
46,2,2000,1482.57,0,1,4,8,0,35000,0,50,2,1,1,1,1,1,420,7,1,1,0,1,1,64080,10680,10680,42720,12,0
43,2,1000,954.18,0,0,1,12,2,0,0,47,0,3,1,3,4,4,896,17,3,0,2,3,2,42500,8500,4250,29750,9,0
30,0,2000,1193.4,0,1,6,3,3,0,-40800,32,0,3,2,3,4,1,506,16,3,1,2,3,0,48950,8900,4450,35600,11,0
42,1,1000,1023.11,0,0,4,0,3,0,-45300,36,0,2,1,3,1,3,65,13,3,1,1,2,2,58850,10700,10700,37450,0,0
40,0,1000,1524.45,0,0,5,7,0,73200,0,41,0,3,1,3,1,4,98,17,3,2,0,2,2,82400,8240,8240,65920,9,0
44,2,1000,1653.32,0,0,1,7,2,0,-48800,24,2,2,1,0,6,6,703,3,1,2,2,0,0,54240,6780,6780,40680,11,0
26,0,1000,1022.46,0,0,0,1,2,52700,0,53,0,1,1,3,4,0,869,15,3,0,0,2,0,74200,7420,7420,59360,7,0
53,0,2000,1396.43,0,0,0,8,4,21500,0,28,2,1,2,1,6,2,70,16,1,2,2,1,0,47430,5270,5270,36890,12,0
43,0,500,1521.55,0,0,0,8,2,61100,-64500,1,2,2,0,1,4,2,321,18,1,0,1,3,2,68200,13640,6820,47740,4,1
33,1,1000,1034.27,0,0,3,1,0,0,0,36,2,1,1,1,1,2,241,18,1,1,1,0,1,63900,7100,7100,49700,0,0
39,2,1000,1255.35,0,0,3,10,1,60300,-58900,44,0,2,2,0,1,5,331,22,2,1,0,3,2,59300,11860,5930,41510,4,0
44,0,2000,1396.89,6000000,0,1,8,2,0,-61600,34,0,1,1,3,4,6,47,15,3,1,1,2,2,66900,6690,13380,46830,11,1
27,2,500,795.31,0,1,3,4,0,0,-51000,42,0,2,0,4,2,0,967,16,3,2,1,3,0,40810,3710,7420,29680,5,1
43,1,500,982.22,0,0,3,3,1,54500,-72100,42,2,1,2,1,1,5,243,18,1,0,1,0,0,75400,15080,7540,52780,6,0
34,1,500,1074.07,0,0,3,9,0,70900,-61100,27,1,0,1,2,6,3,833,8,1,1,2,0,2,4200,420,840,2940,7,0
45,2,1000,1311.3,0,0,0,6,5,38500,0,9,0,3,0,0,1,2,34,23,3,2,0,0,2,52650,5850,5850,40950,5,1
49,0,2000,1277.12,0,0,6,1,3,0,-46000,18,2,2,0,0,6,2,648,18,1,0,0,2,2,42240,7680,7680,26880,3,0
39,1,500,1388.62,0,0,3,11,0,35200,0,18,2,3,1,3,0,5,523,10,1,2,1,0,2,59490,6610,6610,46270,8,0
37,0,1000,1406.52,8000000,1,4,12,4,0,0,27,2,3,0,0,4,0,197,12,1,1,0,2,1,44200,4420,4420,35360,7,1
39,1,500,1558.29,0,0,5,10,4,0,-49300,46,3,0,3,4,6,6,168,5,1,2,1,2,0,7700,770,1540,5390,10,0
57,1,1000,1132.47,4000000,1,4,8,2,46300,0,7,0,1,2,3,1,3,318,21,3,0,2,3,0,61440,10240,10240,40960,10,0
37,2,2000,1896.91,0,0,6,5,1,73700,0,23,0,2,0,1,4,1,805,17,3,2,1,3,1,54400,5440,10880,38080,3,1
47,0,500,1143.46,4000000,1,4,8,2,0,0,48,2,1,2,3,0,0,424,4,1,2,2,1,0,58560,9760,9760,39040,8,0
34,1,500,1285.42,0,1,4,8,5,0,0,20,2,1,0,1,5,4,63,11,1,1,1,1,1,67300,6730,6730,53840,4,1
55,2,2000,1305.26,0,1,4,4,5,66200,-49700,7,2,2,0,1,5,2,603,18,1,0,1,3,2,36740,3340,6680,26720,2,1
30,0,1000,1073.83,0,0,2,6,1,0,0,32,2,2,2,4,1,4,532,12,1,0,0,0,1,85690,15580,15580,54530,2,0
31,2,1000,1051.67,0,0,0,3,1,0,0,59,0,3,0,0,6,5,48,18,3,2,0,3,1,34160,0,4270,29890,1,1
48,0,1000,1387.35,0,1,3,13,1,0,-72000,34,2,1,1,1,6,2,538,16,1,1,2,2,0,61320,10220,10220,40880,2,0
45,0,500,1083.64,0,1,3,7,0,59800,0,57,0,2,2,4,0,1,747,19,3,2,0,0,0,79680,13280,13280,53120,2,0
30,0,1000,1851.78,0,0,2,2,2,78800,0,39,2,1,2,1,4,5,689,13,1,1,1,0,2,61740,6860,6860,48020,1,0
55,1,500,1270.29,4000000,1,1,1,0,24000,-50500,49,1,0,1,2,5,0,999,4,1,1,0,0,1,6400,640,640,5120,6,0
55,2,500,1459.99,0,0,4,7,5,35900,0,11,2,2,0,1,4,4,732,8,1,2,1,2,2,60600,12120,6060,42420,0,0
38,0,2000,1253.44,0,0,5,2,1,0,0,37,0,3,0,0,5,2,695,19,3,1,2,0,1,56320,10240,5120,40960,13,0
34,1,1000,1142.48,0,0,3,8,2,0,0,12,2,3,2,0,0,3,864,18,1,2,2,0,1,52250,9500,4750,38000,11,0
60,0,1000,1188.45,0,0,4,3,2,0,-44800,17,0,2,2,3,4,0,249,9,2,0,0,3,0,53900,5390,10780,37730,10,0
35,0,1000,1125.4,0,1,5,0,0,40000,-43400,14,3,0,3,2,6,1,768,6,1,0,2,1,1,2640,220,440,1980,7,0
33,2,500,1294.41,0,1,2,13,0,0,0,53,3,0,1,2,0,0,448,8,1,2,0,0,0,8970,1380,1380,6210,4,0
31,1,500,1459.5,0,1,4,8,1,0,0,47,1,0,1,2,1,6,25,6,1,0,1,3,0,6000,1000,1000,4000,11,0
38,0,500,1367.99,0,1,2,1,3,26500,0,47,0,1,0,1,6,3,173,23,3,0,0,3,0,55200,11040,5520,38640,10,1
45,1,500,1594.37,0,1,0,3,3,0,0,17,1,0,3,2,4,5,511,13,1,1,0,3,2,7260,660,1320,5280,10,0
39,0,500,1035.99,0,0,3,3,3,0,0,16,0,1,1,4,1,6,570,3,3,1,2,0,0,64680,11760,11760,41160,7,0
43,2,500,911.53,0,0,6,11,0,53200,0,55,2,2,0,4,6,4,487,23,1,1,0,1,1,59200,0,11840,47360,3,0
34,2,500,1319.97,0,0,0,2,3,73700,0,5,3,0,1,2,0,0,383,8,1,2,1,3,0,4700,470,940,3290,10,0
33,2,2000,1391.63,0,1,0,11,0,61200,0,56,2,3,2,3,1,1,837,23,1,2,0,3,1,69400,6940,6940,55520,8,0
21,1,500,915.41,5000000,0,2,3,3,0,0,41,2,3,2,4,1,4,829,23,1,2,0,0,1,40500,4050,4050,32400,9,0
28,0,1000,1468.82,0,1,3,5,2,56800,-51800,43,0,3,1,1,4,5,286,9,3,1,2,1,1,60000,5000,10000,45000,6,0
30,1,500,1412.76,0,1,6,1,5,66400,-63700,9,2,3,1,3,6,5,782,22,1,2,2,3,1,67320,11220,11220,44880,13,0
27,2,500,1588.26,0,0,2,12,0,56700,-49300,23,0,3,2,3,5,5,776,22,3,2,2,1,2,75690,8410,8410,58870,10,0
31,1,1000,1140.91,0,1,0,0,2,51300,0,45,0,3,0,1,5,3,2,15,3,1,1,2,0,64300,6430,6430,51440,3,1
43,2,1000,1517.54,0,1,3,8,3,0,-20900,8,0,2,0,4,4,1,927,16,3,1,2,0,2,64400,6440,6440,51520,2,0
53,2,2000,912.29,0,0,2,8,0,42900,-39100,30,0,1,1,1,6,3,625,17,3,0,1,2,0,97080,16180,16180,64720,10,0
44,2,2000,1144.3,0,1,4,8,1,52600,0,34,3,0,1,4,6,4,146,3,1,2,1,0,0,5500,500,500,4500,6,0
38,1,1000,1281.43,0,0,5,13,1,65100,-50300,29,0,2,2,3,4,3,949,10,3,0,0,2,1,30700,3070,6140,21490,7,0
48,0,2000,1101.85,0,0,1,11,5,46100,0,57,2,3,1,4,3,6,239,9,1,1,1,2,2,33480,3720,3720,26040,9,0
26,1,2000,1082.1,0,1,3,3,2,0,-30900,35,0,1,2,4,6,3,159,13,2,0,0,1,2,65430,14540,7270,43620,7,0
36,2,500,1185.44,0,1,5,3,1,44900,-52500,29,0,2,0,4,0,3,385,15,3,2,2,1,2,42680,3880,7760,31040,0,1
45,0,2000,1175.07,0,1,4,2,1,30100,0,2,2,3,1,1,6,6,647,23,1,0,1,1,1,87780,7980,7980,71820,6,0
36,2,2000,979.26,0,0,3,13,3,0,-67000,59,0,1,0,1,1,5,723,2,4,2,0,2,2,72800,14560,14560,43680,6,0
37,2,500,920.81,0,0,2,11,5,0,0,43,2,2,0,1,4,2,369,14,1,2,2,0,0,71190,0,7910,63280,8,1
38,2,500,922.85,0,1,2,0,0,70300,-70900,55,3,0,3,2,1,2,515,7,1,0,1,1,2,3600,400,400,2800,6,0
41,2,2000,1107.59,3000000,1,6,12,1,65400,0,22,2,3,0,3,1,1,662,23,1,1,1,3,1,62640,10440,10440,41760,8,0
36,0,500,1272.46,0,1,1,9,5,0,0,49,0,1,1,0,1,4,152,7,3,2,2,1,0,69630,12660,6330,50640,12,0
33,0,1000,1340.24,0,1,2,10,3,0,-68800,38,0,2,1,4,1,2,479,8,3,2,1,0,0,76010,13820,6910,55280,4,1
40,2,1000,1648.0,0,1,3,13,1,57700,-43500,34,2,2,2,3,6,4,632,17,1,1,1,0,2,44220,8040,4020,32160,0,0
38,0,500,1381.14,0,0,1,7,5,0,0,52,0,2,1,3,1,4,519,10,3,1,0,3,1,57200,5200,10400,41600,2,0
35,0,500,1198.44,8000000,1,4,8,5,0,0,13,3,0,1,4,6,1,388,9,1,1,0,3,1,3080,560,560,1960,9,0
31,2,2000,951.27,0,0,6,7,1,42100,0,5,2,2,2,3,4,2,871,2,1,2,1,0,2,75790,13780,6890,55120,0,0
30,1,2000,1341.24,0,0,4,4,5,37100,-46500,18,0,2,1,0,6,5,932,18,3,1,0,1,1,32670,5940,2970,23760,6,0
46,0,2000,1177.57,0,0,0,0,0,0,-65500,23,3,0,1,4,5,0,849,4,1,0,2,3,1,3870,430,860,2580,7,0
38,1,1000,1055.09,0,0,5,13,3,0,0,26,2,1,2,1,1,1,223,12,1,0,0,3,2,91520,8320,16640,66560,2,1
32,0,500,1479.48,0,1,5,9,4,0,0,12,2,1,0,3,1,4,12,15,1,2,1,3,2,74690,6790,13580,54320,4,1
30,1,2000,1827.38,0,1,0,8,2,0,-15900,14,3,0,3,4,5,6,564,9,1,2,1,3,0,4620,420,840,3360,1,0
32,1,500,1169.62,0,0,3,11,1,0,0,34,2,3,0,4,4,0,787,6,1,2,0,0,1,55000,10000,10000,35000,12,1
48,1,500,1516.34,0,0,3,0,4,11000,0,3,0,2,0,4,4,6,195,11,4,2,0,2,1,59400,13200,6600,39600,10,1
34,2,2000,1270.21,0,0,1,11,0,16100,-61200,13,0,3,2,1,3,1,86,13,3,1,1,1,0,55260,6140,0,49120,9,0
44,0,500,809.11,0,1,3,2,2,33200,0,26,0,3,1,3,0,6,935,4,3,0,2,1,2,51400,5140,10280,35980,6,0
37,0,1000,1115.81,0,0,5,6,0,0,-59800,42,0,3,1,0,1,1,180,20,3,2,1,3,0,48780,5420,10840,32520,4,0
31,2,1000,1457.65,5000000,0,1,1,3,0,0,33,0,2,0,0,5,5,6,0,3,1,1,3,0,52380,5820,5820,40740,12,0
34,2,1000,1041.36,0,0,3,8,0,53100,-43900,25,0,3,2,3,6,2,731,18,4,0,2,3,2,74360,13520,13520,47320,12,1
40,2,1000,1693.83,7000000,1,2,10,2,44000,-20800,8,2,1,1,4,1,4,901,6,1,0,1,0,0,53400,5340,5340,42720,6,0
59,1,1000,1685.69,0,0,2,10,5,31400,0,47,2,1,2,4,5,2,306,23,1,0,2,2,2,71800,14360,14360,43080,7,0
31,1,500,1054.92,6000000,0,6,9,3,51900,0,15,2,1,0,3,1,4,508,4,1,0,0,0,0,68240,8530,0,59710,12,1
45,1,2000,1333.97,6000000,0,4,7,4,61100,-30700,11,0,2,0,3,4,0,672,21,3,0,1,0,0,61050,11100,11100,38850,4,1
47,2,1000,1013.61,6000000,0,0,2,3,45700,-41400,2,1,0,1,2,1,6,373,7,1,0,1,1,2,5590,860,860,3870,11,0
48,0,500,958.3,0,0,6,6,0,47900,0,21,0,3,0,1,1,1,664,19,3,0,0,0,0,46860,8520,8520,29820,13,0
31,1,2000,1112.04,6000000,0,6,7,3,52800,-54300,12,1,0,1,2,4,0,741,5,1,1,1,3,1,4290,780,780,2730,13,0
57,1,2000,1206.26,0,0,0,1,3,69900,0,30,0,1,1,4,0,0,734,22,3,2,0,0,1,78500,15700,7850,54950,1,0
42,0,1000,763.67,0,1,0,9,3,12800,-49700,34,2,3,2,4,4,4,73,12,1,2,1,3,2,70830,7870,7870,55090,7,0
56,0,500,1042.56,0,1,2,5,3,0,-66100,19,0,1,2,4,4,6,562,19,3,1,0,2,1,68040,15120,7560,45360,11,0
32,0,2000,1263.48,4000000,0,3,7,5,46800,-87300,37,2,3,0,1,6,2,618,10,1,0,2,0,0,63600,5300,10600,47700,1,1
63,0,500,1006.99,6000000,0,5,11,3,0,0,35,2,3,1,3,6,1,809,7,1,1,0,3,0,43560,4840,4840,33880,11,0
31,2,1000,1328.26,0,1,5,11,1,42300,-45800,1,2,1,2,4,6,2,268,17,1,1,1,1,1,60840,13520,6760,40560,11,0
55,2,1000,1250.08,5000000,0,6,12,5,0,-57700,38,0,3,2,4,6,0,85,0,3,0,2,3,2,68160,11360,11360,45440,5,0
27,0,500,982.7,6000000,0,1,13,4,30800,-43700,12,1,0,1,2,4,0,786,9,1,1,1,0,1,5170,940,470,3760,12,0
37,1,1000,1412.06,5000000,0,5,10,1,60100,0,15,2,3,2,0,0,5,680,21,1,0,0,3,0,57700,5770,5770,46160,9,0
46,1,2000,1066.7,0,0,3,5,3,0,0,29,0,1,2,3,5,3,591,22,3,1,0,2,1,89520,14920,14920,59680,1,0
43,1,2000,1585.54,0,1,2,10,1,42600,-44400,56,3,0,1,2,6,2,933,3,1,1,1,0,2,4620,420,840,3360,13,0
39,1,1000,1416.08,0,0,3,2,2,0,-36600,26,2,2,1,0,6,4,641,16,1,2,0,3,0,45180,5020,5020,35140,6,0
38,2,500,1246.03,0,1,3,2,4,61900,-50000,27,2,3,2,3,1,5,431,14,1,2,0,0,1,45100,9020,4510,31570,9,0
32,1,2000,1356.64,0,1,5,6,1,67800,-48600,53,0,3,2,4,4,6,777,21,3,2,0,3,2,83160,15120,15120,52920,12,0
42,0,2000,1387.7,4000000,0,2,8,2,0,0,17,2,2,1,4,6,1,327,19,1,1,2,1,1,86130,15660,15660,54810,3,0
25,2,1000,1004.14,0,1,5,8,5,35400,0,45,0,1,0,1,0,2,363,13,3,1,1,3,1,48000,9600,4800,33600,4,0
35,2,500,1107.07,0,0,2,10,0,0,-45300,34,3,0,1,4,5,2,712,21,1,1,0,0,2,3300,600,600,2100,10,0
34,0,500,1429.96,0,0,3,10,0,67800,0,11,0,2,1,0,1,3,959,11,3,1,1,2,2,57200,11440,5720,40040,12,0
35,1,1000,1074.99,0,0,0,0,0,0,-48800,1,3,0,3,4,5,1,272,16,1,0,2,0,0,7590,1380,690,5520,0,0
37,2,1000,1007.0,0,0,6,13,4,30400,-89400,26,2,2,2,4,5,0,789,9,1,1,0,2,0,80080,12320,12320,55440,3,0
30,2,500,1052.85,0,0,4,10,2,0,-70100,39,3,0,1,4,6,5,334,8,1,1,0,0,2,4800,960,480,3360,2,0
37,1,1000,1200.33,4000000,0,2,2,3,0,-36400,36,3,0,1,4,6,6,642,7,1,0,2,1,2,3900,390,780,2730,13,1
26,0,1000,1343.0,0,1,5,5,2,64600,0,2,2,1,1,3,4,0,491,12,1,0,0,0,1,90400,9040,9040,72320,2,0
29,2,2000,1441.6,5000000,0,4,11,3,0,0,11,0,2,1,3,0,1,136,21,3,2,0,0,0,62900,6290,12580,44030,7,0
32,2,1000,1433.42,6000000,0,0,10,3,53800,0,21,2,2,0,4,0,0,781,4,1,2,1,2,1,54200,5420,10840,37940,9,1
50,2,2000,1368.57,0,0,4,12,2,0,0,2,0,3,0,4,1,3,866,18,3,1,2,2,2,51800,5180,10360,36260,0,0
55,2,500,862.19,0,1,2,0,4,69400,0,53,3,0,3,4,4,3,807,7,1,0,2,3,0,6600,600,1200,4800,0,0
35,2,500,871.46,0,1,4,12,0,58500,-77700,21,2,3,2,1,4,4,495,13,1,2,2,0,2,74140,13480,6740,53920,5,0
25,2,500,1863.04,0,0,0,8,1,53400,-35200,43,2,1,2,1,5,3,816,0,1,1,2,1,0,67800,13560,6780,47460,8,0
44,2,2000,1181.64,0,1,1,7,5,25800,0,38,2,2,0,1,1,3,28,22,1,0,1,1,2,55400,5540,11080,38780,7,1
37,0,1000,1060.74,0,1,6,12,3,0,-51500,8,2,2,0,0,4,1,18,15,1,2,2,3,0,49100,9820,4910,34370,11,1
41,1,500,951.56,0,0,3,13,5,59400,-78600,38,0,3,0,4,4,5,324,3,3,1,2,1,0,98280,15120,7560,75600,3,1
40,1,500,1533.71,9000000,0,3,10,3,0,-70900,9,0,2,2,1,5,3,682,18,2,2,0,2,0,66550,6050,12100,48400,5,0
33,2,1000,1200.09,0,0,0,2,4,38400,-5700,25,0,3,0,1,6,0,792,17,3,0,2,2,0,70400,14080,7040,49280,0,0
42,1,500,1093.83,4000000,1,0,0,2,0,-49600,51,0,3,0,0,6,6,437,18,3,0,1,1,1,53280,4440,8880,39960,11,1
32,1,1000,988.93,0,0,2,2,4,27600,0,22,2,1,2,3,1,1,204,11,1,0,2,3,2,84590,15380,15380,53830,4,0
37,1,1000,1331.94,0,0,5,4,1,0,-55400,35,2,2,2,3,1,1,726,17,1,1,0,2,2,54560,9920,9920,34720,10,0
40,0,1000,1361.45,0,1,6,5,4,39300,0,45,2,2,1,0,2,3,735,12,1,2,0,2,2,82170,7470,7470,67230,11,0
44,2,2000,1188.51,0,1,1,5,4,0,-65800,7,0,1,2,4,1,3,416,15,3,0,1,2,1,61100,6110,12220,42770,4,0
43,1,2000,1101.83,0,1,2,3,2,28900,0,0,0,1,1,4,1,0,727,0,3,0,0,3,2,51900,5190,10380,36330,2,1
39,0,1000,840.95,0,0,3,0,4,32500,-80800,56,1,0,3,4,4,0,676,9,1,0,2,1,0,3440,430,430,2580,11,0
36,1,1000,1503.21,0,1,4,7,0,55700,-49900,58,2,3,2,0,6,6,384,1,1,2,2,1,1,51390,5710,11420,34260,12,0
32,2,1000,1722.5,0,1,2,7,5,0,-21500,12,2,3,0,3,6,1,945,22,1,0,0,2,0,76900,7690,7690,61520,7,0
42,1,500,944.03,0,1,1,5,1,0,-58400,49,2,2,1,3,6,5,819,11,1,2,2,3,0,77000,15400,7700,53900,12,1
39,0,2000,1453.61,4000000,1,3,2,2,0,0,12,2,3,0,3,0,2,517,10,1,0,0,3,0,60320,9280,9280,41760,3,1
46,1,500,1672.88,0,0,2,1,5,0,0,47,2,2,1,1,1,1,406,5,1,2,1,1,1,60700,12140,6070,42490,6,0
21,1,1000,1248.05,0,0,2,3,0,37500,-54000,45,0,2,2,4,4,0,964,3,3,2,1,2,0,53280,5920,0,47360,3,0
43,0,500,1564.43,3000000,0,4,9,4,77500,-32800,30,2,2,1,1,1,4,418,18,1,0,2,2,2,34290,3810,3810,26670,7,0
44,2,1000,1280.88,0,1,4,7,2,59400,-32200,36,2,2,2,3,6,5,480,21,1,1,0,1,1,46980,0,5220,41760,0,0
26,1,500,722.66,0,1,4,3,0,50300,0,22,0,1,0,1,2,6,79,6,3,2,1,2,2,36700,3670,7340,25690,9,0
28,2,1000,1235.14,0,1,4,3,0,0,-32100,47,0,3,2,3,2,2,72,20,3,0,0,1,0,60200,6020,6020,48160,13,0
30,1,1000,1347.04,0,1,2,11,3,0,-82100,21,1,0,1,2,4,3,615,6,1,0,1,2,2,6480,540,1080,4860,6,0
38,2,1000,1310.8,0,0,5,2,4,0,0,52,2,1,1,1,0,4,561,20,1,2,0,1,0,87200,17440,8720,61040,6,0
41,0,1000,1436.79,0,0,6,9,5,70900,0,23,2,2,0,1,4,3,227,23,1,2,2,3,0,108480,18080,18080,72320,13,0
34,2,500,1383.49,3000000,0,5,1,2,35100,0,22,0,3,1,4,0,0,746,4,3,0,2,3,2,67500,7500,7500,52500,11,0
62,0,2000,1356.92,5000000,1,0,5,5,0,0,56,2,2,0,3,1,0,569,2,1,0,0,1,2,46980,5220,5220,36540,1,0
60,2,1000,766.19,0,0,0,11,0,0,0,56,1,0,1,4,6,1,43,6,1,0,0,3,0,5060,460,920,3680,8,0
